FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2012 ORDINANCE (AMOUNT $)
Grants,716,MOPD FEDERAL GRANTS,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,44,FRINGE BENEFITS,$63183
Grants,716,MOPD FEDERAL GRANTS,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,140,PROF & TECHNICAL SERVICES,$62329
Grants,724,FHWA GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2809,TRANSP. EQUITY (TEA21) STATE,140,PROF & TECHNICAL SERVICES,$16000
Grants,724,FHWA GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2809,TRANSP. EQUITY (TEA21) STATE,540,CONSTR BLDG/STRUCTURE,$250000
Grants,724,FHWA GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2843,FED TRANSP EQUITY ACT,140,PROF & TECHNICAL SERVICES,$66000
Grants,724,FHWA GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2843,FED TRANSP EQUITY ACT,540,CONSTR BLDG/STRUCTURE,$1001000
Grants,770,OPEN SPACE LAND ACQ,54,HOUSING AND ECONOMIC DEVELOPMT,2852,OSLAD,140,PROF & TECHNICAL SERVICES,$1150000
Grants,772,TRANSPORT PLANNING,84,CHICAGO DEPT OF TRANSPORTATION,2825,TRANSPORTATION PLANNING,140,PROF & TECHNICAL SERVICES,$1673000
Grants,774,VERT CLEAR IMPROVE,84,CHICAGO DEPT OF TRANSPORTATION,2815,VERTICAL CLEARANCE IMPROVEMENT,540,CONSTR BLDG/STRUCTURE,$2100000
Grants,781,STP-FEDERAL CONSTRT,84,CHICAGO DEPT OF TRANSPORTATION,2820,STP FEDERAL CONSTRUCTION,540,CONSTR BLDG/STRUCTURE,$68738000
Grants,781,STP-FEDERAL CONSTRT,84,CHICAGO DEPT OF TRANSPORTATION,2945,STP CONTR-STATE-TRAFFIC,540,CONSTR BLDG/STRUCTURE,$9631000
Grants,783,STP-FEDERAL ENGINER,58,OEMC,2855,TRAFFIC MGMT AUTH CONTROL AIDE,140,PROF & TECHNICAL SERVICES,$229000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2823,STP ENGINEERING -STATE,140,PROF & TECHNICAL SERVICES,$3247000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2830,STP FEDERAL ENGINEERING,140,PROF & TECHNICAL SERVICES,$23392000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2872,STP ENHANCEMENT PROGRAM,140,PROF & TECHNICAL SERVICES,$495000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2872,STP ENHANCEMENT PROGRAM,540,CONSTR BLDG/STRUCTURE,$8425000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2919,TIGER,140,PROF & TECHNICAL SERVICES,$18000000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2919,TIGER,540,CONSTR BLDG/STRUCTURE,$5000000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2922,IDOT SECTION 408 TRAFFIC SAFTY,140,PROF & TECHNICAL SERVICES,$550000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2923,IDOT EMERGENCY REPAIR PROGRAM,540,CONSTR BLDG/STRUCTURE,$5680000
Grants,783,STP-FEDERAL ENGINER,84,CHICAGO DEPT OF TRANSPORTATION,2928,HIGHWAY BRIDGE PROGRAM,140,PROF & TECHNICAL SERVICES,$17600000
Grants,784,CMAQ,84,CHICAGO DEPT OF TRANSPORTATION,2805,CONG MITIG AIR QUAL-FEDERAL,140,PROF & TECHNICAL SERVICES,$13889000
Grants,784,CMAQ,84,CHICAGO DEPT OF TRANSPORTATION,2805,CONG MITIG AIR QUAL-FEDERAL,540,CONSTR BLDG/STRUCTURE,$107507000
Grants,784,CMAQ,84,CHICAGO DEPT OF TRANSPORTATION,2814,CONGESTION MITIGAT.-STATE,140,PROF & TECHNICAL SERVICES,$1713000
Grants,784,CMAQ,84,CHICAGO DEPT OF TRANSPORTATION,2814,CONGESTION MITIGAT.-STATE,540,CONSTR BLDG/STRUCTURE,$15167000
Grants,790,HAZARDOUS MATERIAL,59,FIRE DEPARTMENT,2812,ASSISTANCE TO FIREFIGHTERS,140,PROF & TECHNICAL SERVICES,$5951000
Grants,792,BIS GRANTS,6,DOIT,2820,FIBER CONNECTION GRANT,140,PROF & TECHNICAL SERVICES,$566000
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,5,SALARIES AND WAGES - ON PAYROLL,$681522
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,15,SCHEDULE SALARY ADJ,$4975
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,44,FRINGE BENEFITS,$256983
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,130,POSTAGE,$20
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,140,PROF & TECHNICAL SERVICES,$92020
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,153,PROMOTIONS,$50
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,169,TECHNICAL MEETING COSTS,$50
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,197,TELEPHONE-MAINTENANCE,$50
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,229,TRAN/EXP ALLOWANCE,$1000
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,350,STATIONERY AND OFFICE SUPPL,$3280
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,9438,REIMBURSEMENT - DGS,$50
Grants,799,HEALTH - PUBLIC HEALTH PROGRAMS,41,DEPARTMENT OF PUBLIC HEALTH,2895,TOBACCO REALITY ILLINOIS,140,PROF & TECHNICAL SERVICES,$40000
Grants,815,CPL CONSTRUCTION,91,CHICAGO PUBLIC LIBRARY,2800,EDGEWATER BRANCH - CAPITAL,540,CONSTR BLDG/STRUCTURE,$150000
Grants,815,CPL CONSTRUCTION,91,CHICAGO PUBLIC LIBRARY,2812,EDGEWATER BRANCH CAPITAL,540,CONSTR BLDG/STRUCTURE,$500000
Grants,815,CPL CONSTRUCTION,91,CHICAGO PUBLIC LIBRARY,2813,INDEPENDENCE BRANCH CAPITAL,140,PROF & TECHNICAL SERVICES,$275000
Grants,815,CPL CONSTRUCTION,91,CHICAGO PUBLIC LIBRARY,2842,STATE CAPITAL CONSTRUCTION,540,CONSTR BLDG/STRUCTURE,$10000000
Grants,817,CENTRAL AREA RAPID TRANSIT,84,CHICAGO DEPT OF TRANSPORTATION,2869,SAFETEA-LU - FEDERAL,140,PROF & TECHNICAL SERVICES,$9640000
Grants,817,CENTRAL AREA RAPID TRANSIT,84,CHICAGO DEPT OF TRANSPORTATION,2869,SAFETEA-LU - FEDERAL,540,CONSTR BLDG/STRUCTURE,$9760000
Grants,817,CENTRAL AREA RAPID TRANSIT,84,CHICAGO DEPT OF TRANSPORTATION,2871,SAFETEA-LU - STATE,140,PROF & TECHNICAL SERVICES,$1160000
Grants,817,CENTRAL AREA RAPID TRANSIT,84,CHICAGO DEPT OF TRANSPORTATION,2871,SAFETEA-LU - STATE,540,CONSTR BLDG/STRUCTURE,$3290000
Grants,819,ACCESS CHICAGO SUP,48,MAYORS OFFICE-DISABILITIES,2802,ACCESS CHICAGO SUPPORT,140,PROF & TECHNICAL SERVICES,$145000
Grants,819,ACCESS CHICAGO SUP,48,MAYORS OFFICE-DISABILITIES,2807,HOME MOD - CHGO FUND,140,PROF & TECHNICAL SERVICES,$122000
Grants,821,PUB LIB STATE GRANT,91,CHICAGO PUBLIC LIBRARY,2803,LIVE AND LEARN-CATALOGING,140,PROF & TECHNICAL SERVICES,$2000
Grants,824,POLICE DEPT FEDERAL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,5,SALARIES AND WAGES - ON PAYROLL,$135649
Grants,824,POLICE DEPT FEDERAL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,15,SCHEDULE SALARY ADJ,$805
Grants,824,POLICE DEPT FEDERAL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,44,FRINGE BENEFITS,$55546
Grants,824,POLICE DEPT FEDERAL,57,DEPARTMENT OF POLICE,2897,STOP ALCOHOL TO MINORS,20,OVERTIME,$34000
Grants,824,POLICE DEPT FEDERAL,57,DEPARTMENT OF POLICE,2897,STOP ALCOHOL TO MINORS,157,RENTAL EQUIPMENT AND SERVICES,$20000
Grants,825,FIRE ACAD TRNG/IMP,59,FIRE DEPARTMENT,2810,FIRE ACAD TRNG/IMPROVEMENT,5,SALARIES AND WAGES - ON PAYROLL,$1150218
Grants,825,FIRE ACAD TRNG/IMP,59,FIRE DEPARTMENT,2810,FIRE ACAD TRNG/IMPROVEMENT,15,SCHEDULE SALARY ADJ,$5499
Grants,825,FIRE ACAD TRNG/IMP,59,FIRE DEPARTMENT,2810,FIRE ACAD TRNG/IMPROVEMENT,44,FRINGE BENEFITS,$461815
Grants,825,FIRE ACAD TRNG/IMP,59,FIRE DEPARTMENT,2810,FIRE ACAD TRNG/IMPROVEMENT,140,PROF & TECHNICAL SERVICES,$4605468
Grants,827,DCEO,84,CHICAGO DEPT OF TRANSPORTATION,2929,DCEO DISASTER RECOVERY IKE,140,PROF & TECHNICAL SERVICES,$4625000
Grants,833,MOPD PRIVATE FUNDED,48,MAYORS OFFICE-DISABILITIES,2800,AMPLIFIED PHONES PROGRAM,140,PROF & TECHNICAL SERVICES,$38000
Grants,833,MOPD PRIVATE FUNDED,48,MAYORS OFFICE-DISABILITIES,2804,ILLUSTRATED GUIDE,140,PROF & TECHNICAL SERVICES,$25000
Grants,833,MOPD PRIVATE FUNDED,48,MAYORS OFFICE-DISABILITIES,2816,2016 OLYMPIC FUND FOR CHICAGO,140,PROF & TECHNICAL SERVICES,$27000
Grants,833,MOPD PRIVATE FUNDED,48,MAYORS OFFICE-DISABILITIES,2817,DISABLED YOUTH EMPLOYMENT PROG,140,PROF & TECHNICAL SERVICES,$40000
Grants,833,MOPD PRIVATE FUNDED,48,MAYORS OFFICE-DISABILITIES,2830,MOPD SPECIAL INITIATIVES SUPP,140,PROF & TECHNICAL SERVICES,$194000
Grants,834,IDOT LEGISLATIVE GRANT PRJTS,84,CHICAGO DEPT OF TRANSPORTATION,2873,COOK COUNTY HIGHWAY PROGRAM,540,CONSTR BLDG/STRUCTURE,$1300000
Grants,842,PUBLIC HEALTH FED HEALTH,50,FAMILY AND SUPPORT SERVICES,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROF & TECHNICAL SERVICES,$364000
Grants,842,PUBLIC HEALTH FED HEALTH,50,FAMILY AND SUPPORT SERVICES,2954,COMMUNITY MOBILIZATION PROJECT,152,ADVERTISING,$25000
Grants,845,POLICE STATE FUNDS,57,DEPARTMENT OF POLICE,2817,ASSET FORFEITURE - STATE,140,PROF & TECHNICAL SERVICES,$50000
Grants,845,POLICE STATE FUNDS,57,DEPARTMENT OF POLICE,2817,ASSET FORFEITURE - STATE,157,RENTAL EQUIPMENT AND SERVICES,$1600000
Grants,845,POLICE STATE FUNDS,57,DEPARTMENT OF POLICE,2817,ASSET FORFEITURE - STATE,340,MATERIAL AND SUPPLIES,$10000
Grants,845,POLICE STATE FUNDS,57,DEPARTMENT OF POLICE,2817,ASSET FORFEITURE - STATE,350,STATIONERY AND OFFICE SUPPL,$30000
Grants,845,POLICE STATE FUNDS,57,DEPARTMENT OF POLICE,2817,ASSET FORFEITURE - STATE,445,TECH AND SCIENTIFIC EQUIP,$751000
Grants,845,POLICE STATE FUNDS,57,DEPARTMENT OF POLICE,2817,ASSET FORFEITURE - STATE,446,PURCHASE-DATA HARDWARE,$300000
Grants,847,DOH BIOTERRORISM GRANT PGM,6,DOIT,2811,HEALTH EMERGENCY PREPAREDNESS,5,SALARIES AND WAGES - ON PAYROLL,$423970
Grants,847,DOH BIOTERRORISM GRANT PGM,6,DOIT,2811,HEALTH EMERGENCY PREPAREDNESS,15,SCHEDULE SALARY ADJ,$2508
Grants,847,DOH BIOTERRORISM GRANT PGM,6,DOIT,2811,HEALTH EMERGENCY PREPAREDNESS,44,FRINGE BENEFITS,$161853
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,5,SALARIES AND WAGES - ON PAYROLL,$3676264
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,15,SCHEDULE SALARY ADJ,$21238
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,44,FRINGE BENEFITS,$1398262
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,140,PROF & TECHNICAL SERVICES,$1780312
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,229,TRAN/EXP ALLOWANCE,$800
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,245,REIMBURSEMENT TRAVELERS,$49606
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,270,LOCAL TRANSPORTATION,$14256
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,340,MATERIAL AND SUPPLIES,$1403538
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,348,BOOKS AND RELATED MTL,$24118
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,350,STATIONERY AND OFFICE SUPPL,$40833
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,421,MACHINERY AND EQUIPMENT,$10000
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,426,OUTDOOR EQUIPMENT,$251160
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,999,CULURL PROG/DELVP GRANT,$303332
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,9651,REIMREIMB CORP,$1077950
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,5,SALARIES AND WAGES - ON PAYROLL,$340099
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,44,FRINGE BENEFITS,$127358
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,140,PROF & TECHNICAL SERVICES,$719846
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,245,REIMBURSEMENT TRAVELERS,$19664
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,270,LOCAL TRANSPORTATION,$6060
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,350,STATIONERY AND OFFICE SUPPL,$9915
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,999,CULURL PROG/DELVP GRANT,$1920795
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,9651,REIMREIMB CORP,$731263
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2944,LEAD HAZARD REDUCTION DEMO,140,PROF & TECHNICAL SERVICES,$2950765
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2944,LEAD HAZARD REDUCTION DEMO,270,LOCAL TRANSPORTATION,$5323
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2944,LEAD HAZARD REDUCTION DEMO,350,STATIONERY AND OFFICE SUPPL,$4561
Grants,847,DOH BIOTERRORISM GRANT PGM,41,DEPARTMENT OF PUBLIC HEALTH,2944,LEAD HAZARD REDUCTION DEMO,9651,REIMREIMB CORP,$39351
Grants,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICE / CASE MGMT,140,PROF & TECHNICAL SERVICES,$600000
Grants,863,ENVIRONMENTAL STATE,41,DEPARTMENT OF PUBLIC HEALTH,2722,SOLID WASTE MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,$73383
Grants,863,ENVIRONMENTAL STATE,41,DEPARTMENT OF PUBLIC HEALTH,2722,SOLID WASTE MANAGEMENT,44,FRINGE BENEFITS,$27480
Grants,863,ENVIRONMENTAL STATE,41,DEPARTMENT OF PUBLIC HEALTH,2722,SOLID WASTE MANAGEMENT,140,PROF & TECHNICAL SERVICES,$42137
Grants,863,ENVIRONMENTAL STATE,84,CHICAGO DEPT OF TRANSPORTATION,2941,CALUMET ENVIRONMENTAL CENTER,140,PROF & TECHNICAL SERVICES,$1643000
Grants,865,DCA FEDERAL PROGRAM,23,CULTURAL AFFAIRS SPECIAL EVENT,2800,MICD,140,PROF & TECHNICAL SERVICES,$250000
Grants,866,DHS SUPPORTIVE HOUSING,50,FAMILY AND SUPPORT SERVICES,2885,SUPPORTIVE HOUSING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,$99150
Grants,866,DHS SUPPORTIVE HOUSING,50,FAMILY AND SUPPORT SERVICES,2885,SUPPORTIVE HOUSING PROGRAM,44,FRINGE BENEFITS,$37129
Grants,866,DHS SUPPORTIVE HOUSING,50,FAMILY AND SUPPORT SERVICES,2885,SUPPORTIVE HOUSING PROGRAM,140,PROF & TECHNICAL SERVICES,$501721
Grants,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,2838,SHELTER PLUS CARE - HUD 2007,140,PROF & TECHNICAL SERVICES,$4608000
Grants,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,2839,SHELTER PLUS CARE - HUD 2006,140,PROF & TECHNICAL SERVICES,$2478000
Grants,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,2849,SHELTER PLUS CARE - HUD 2008,140,PROF & TECHNICAL SERVICES,$1080000
Grants,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,2888,SHELTER PLUS GRANT - 2009,140,PROF & TECHNICAL SERVICES,$2885000
Grants,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,2927,SHELTER PLUS CARE,140,PROF & TECHNICAL SERVICES,$12668000
Grants,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,2936,SHELTER PLUS CARE,140,PROF & TECHNICAL SERVICES,$14200000
Grants,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,5,SALARIES AND WAGES - ON PAYROLL,$270960
Grants,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,44,FRINGE BENEFITS,$100960
Grants,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,140,PROF & TECHNICAL SERVICES,$2655507
Grants,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,340,MATERIAL AND SUPPLIES,$10000
Grants,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,2870,SUMMER FOOD SERVICE,9651,REIMREIMB CORP,$262573
Grants,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,2835,EMERGENCY SHELTER - HUD,5,SALARIES AND WAGES - ON PAYROLL,$276071
Grants,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,2835,EMERGENCY SHELTER - HUD,15,SCHEDULE SALARY ADJ,$2522
Grants,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,2835,EMERGENCY SHELTER - HUD,44,FRINGE BENEFITS,$103222
Grants,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,2835,EMERGENCY SHELTER - HUD,140,PROF & TECHNICAL SERVICES,$4920620
Grants,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,2835,EMERGENCY SHELTER - HUD,930,GEN ASSISTANCE IN NEED,$697565
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,5,SALARIES AND WAGES - ON PAYROLL,$6487388
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,15,SCHEDULE SALARY ADJ,$52509
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,44,FRINGE BENEFITS,$2441696
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,125,OFF AND BUILDING SERV,$80000
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,140,PROF & TECHNICAL SERVICES,$6814751
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,142,ACCOUNTING AND AUDITING,$25000
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,155,RENTAL OF PROPERTY,$130997
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,159,LEASE PURCHASE AGREEMNT,$14041
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,162,REPAIR/MAINT EQUIPMENT,$8037
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,166,DUES  SUBSC & MEM,$100
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,169,TECHNICAL MEETING COSTS,$1950
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,181,MOBILE COMM SERVICES,$900
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,188,VEHICLE TRACKING SERVICE,$550
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,190,TELEPHONE-CENTREX,$23860
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,197,TELEPHONE-MAINTENANCE,$2000
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,245,REIMBURSEMENT TRAVELERS,$10000
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,340,MATERIAL AND SUPPLIES,$6350
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,350,STATIONERY AND OFFICE SUPPL,$12350
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,9438,REIMBURSEMENT - DGS,$31159
Grants,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,9651,REIMREIMB CORP,$224362
Grants,890,HEAD START,27,FINANCE,2801,DHS ACCOUNTING,5,SALARIES AND WAGES - ON PAYROLL,$197482
Grants,890,HEAD START,27,FINANCE,2801,DHS ACCOUNTING,15,SCHEDULE SALARY ADJ,$1542
Grants,890,HEAD START,27,FINANCE,2801,DHS ACCOUNTING,44,FRINGE BENEFITS,$76279
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2853,HEAD START SUPPLEMENTAL,140,PROF & TECHNICAL SERVICES,$2500000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2856,EARLY HEAD START SUPPLEMENTAL,140,PROF & TECHNICAL SERVICES,$3000000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,140,PROF & TECHNICAL SERVICES,$4714313
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,801,INDIRECT COSTS,$285687
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,5,SALARIES AND WAGES - ON PAYROLL,$7241271
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,15,SCHEDULE SALARY ADJ,$50576
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,44,FRINGE BENEFITS,$2728742
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,130,POSTAGE,$10000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,140,PROF & TECHNICAL SERVICES,$102339367
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,149,SOFTWARE MAINT/LICENSING,$5000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,157,RENTAL EQUIPMENT AND SERVICES,$51000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,159,LEASE PURCHASE AGREEMNT,$50000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,160,REPAIR/MAINT PROPERTY,$10000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,190,TELEPHONE-CENTREX,$70000
